,FORMATTED_CONTENT,CLASS
1262,Check Out The New Hot Video By Dante B Called Riled Up,1
1263,I hate rap and I like this song,0
1264,Love the way you lie Driveshaft,0
1265,,0
1266,VIEWS NEAR,0
1267,You guys should check out this EXTRAORDINARY website called FIREPA COM You can make money online and start working from home today as I am I am making over per month at FIREPA COM Visit FIREPA COM and check it out Lake Chillpal Sturdy Astauand Johackle Chorenn Ethosien Changeable Public Noxu Ploosnar Looplab Hoppler Delicious False Scitenoa Locobot Heartbreaking Thirsty Reminiscent,1
1268,this song is NICE,0
1269,You guys should check out this EXTRAORDINARY website called FIREPA COM You can make money online and start working from home today as I am I am making over per month at FIREPA COM Visit FIREPA COM and check it out Lake Busyglide Sasaroo Sore Chillpal Axiomatic Naperone Mere Undesirable Agreeable Encouraging Imperfect Roasted Insidious Modgone Quickest Trelod Keen Fresh Economic Bocilile,1
1270,Sick Music for sick females,0
1271,You guys should check out this EXTRAORDINARY website called MONEYGQ COM You can make money online and start working from home today as I am I am making over per month at MONEYGQ COM Visit MONEYGQ COM and check it out Lake Victorious Luxuriant Alcoholic Responsible Unbiased Yoffa Ociramma Ociramma Handsome Arrowgance Mizuxe Boaconic Sophisticated Ill fated Spourmo Chubby Hioffpo Probable Singlewave,1
1272,LOVE TROP FORT VOTRE clip,0
1273,You guys should check out this EXTRAORDINARY website called MONEYGQ COM You can make money online and start working from home today as I am I am making over per month at MONEYGQ COM Visit MONEYGQ COM and check it out Lake Waratel Misty Exciting Swoquix Acaer Chillpal Tupacase Arrowgance Lively Hard Idiotic Bored Cool Ablaze Crabby Aloidia Cheilith Feandra Useless Ploosnar,1
1274,You guys should check out this EXTRAORDINARY website called MONEYGQ COM You can make money online and start working from home today as I am I am making over per month at MONEYGQ COM Visit MONEYGQ COM and check it out Lake Ignorant Wavefire Reiltas Astauand Skizzle Jovaphile Swooflia Grynn Excellent Slimy Gabby Nalpure Lucky Glozzom Depressed Better Deep Sinpad Stereotyped Toximble,1
1275,Eminem et Rihana trop belle chanson,0
1276,this song is better then monster by eminem,0
1277,He is good boy br I am krean I like to eminem,0
1278,it is wonderful,0
1279,You guys should check out this EXTRAORDINARY website called MONEYGQ COM You can make money online and start working from home today as I am I am making over per month at MONEYGQ COM Visit MONEYGQ COM and check it out Lake Magnificent Noodile Unequaled Moderock Gogopo Lulerain Olielle Zesty Laughable Accidental Pepelexa Delightful Wiry Toogit Uncovered Chesture Woozy Adhoc Weak Shallow,1
1280,Share Eminem s Artist of the Year video so he can win We could see a performance and acceptance speech Like this comment so everyone can see Year of Eminem,1
1281,watch v ARkglzjQuP Like this comment and share this video so Em can win YTMA,1
1282,Check out this video on YouTube br br Eminem is amazing,1
1283,awesome song ever,0
1284,love,0
1285,No long paragraph just check out my song called quot Fire quot,1
1286,Check out this video on YouTube,1
1287,Check out this video on YouTube a href http www youtube com user jlimvuth http www youtube com user jlimvuth a Eminem ft Rihanna Love the way you lie,1
1288,do you guys know there s a part two of this song D,0
1289,You guys should check out this EXTRAORDINARY website called MONEYGQ COM You can make money online and start working from home today as I am I am making over per month at MONEYGQ COM Visit MONEYGQ COM and check it out Memory Ferirama Besloor Shame Eggmode Wazzasoft Sasaroo Reiltas Moderock Plifal Shorogyt Value Scale Qerrassa Qiameth Mogotrevo Hoppler Parede Yboiveth Drirathiel,1
1290,Hey it s Charlie from Lost,0
1291,You guys should check out this EXTRAORDINARY website called MONEYGQ COM You can make money online and start working from home today as I am I am making over per month at MONEYGQ COM Visit MONEYGQ COM and check it out Wazzasoft Industry Sertave Wind Tendency Order Humor Unelind Operation Feandra Chorenn Oleald Claster Nation Industry Roll Fuffapster Competition Ociramma Quality,1
1292,Check out this video on YouTube,1
1293,I guss this song is one of my worst fears in life to be with someone who abusive towered me and live with him,0
1294,watch youtube video quot EMINEM YTMA artist of the year quot plz share to vote,1
1295,Made five years ago and people still don t understand the message this song is conveying For those of you who don t understand that domestic violence is no game women like the fictional one in this video do exist Living their lives with a man who abuses her but still chooses to stay for not the love but for the sexual feeling he gives her This is quite sad actually,0
1296,years and i still dont get the music video help someone,0
1297,Please check out my New Song Music Video AD Don t Play,1
1298,Tell us the title so i can like and subscribe your music fgw please,1
1299,This video is kinda close to million views br,0
1300,Fuck you Eminem,0
1301,You guys should check out this EXTRAORDINARY website called MONEYGQ COM You can make money online and start working from home today as I am I am making over per month at MONEYGQ COM Visit MONEYGQ COM and check it out The metal drews the reflective effect Why does the expansion intervene the hilarious bit The sneeze witnesss the smoke,1
1302,You guys should check out this EXTRAORDINARY website called MONEYGQ COM You can make money online and start working from home today as I am I am making over per month at MONEYGQ COM Visit MONEYGQ COM and check it out Why does the innocent woman prioritize the desire The flight searchs the sad polish When does the tax zip the omniscient record,1
1303,were the years for pop,0
1304,sorry but eminmem is a worthless wife beating bastard,0
1305,Eminem is the king of rap Micheal Jackson is the king of pop If you also wanna go hard and wanna be the person of first class fame just check out Authenticviews com and be famous just within days yO,1
1306,so spousal abusue cool that s great,0
1307,she is megan fox because she is very similar,0
1308,Holy crap views,0
1309,eminem RIHANNA,0
1310,LOVE THIS SONG,0
1311,What nicei,0
1312,I like this song very much,0
1313,You guys should check out this EXTRAORDINARY website called MONEYGQ COM You can make money online and start working from home today as I am I am making over per month at MONEYGQ COM Visit MONEYGQ COM and check it out When does the flimsy slip facilitate the manager How does the noise set goals the anxious regret How does the actually loss retrieve the smile,1
1314,I love it and my mom to,0
1315,Who is watching in like,0
1316,Please check out my New Song MUSIC VIDEO AD Dont Play,1
1317,amazing song,0
1318,You guys should check out this EXTRAORDINARY website called MONEYGQ COM You can make money online and start working from home today as I am I am making over per month at MONEYGQ COM Visit MONEYGQ COM and check it out Why does the wood photograph the husky breath When does the act retain the delightful system The rhythm fabricates the scintillating harbor,1
1319,You guys should check out this EXTRAORDINARY website called MONEYGQ COM You can make money online and start working from home today as I am I am making over per month at MONEYGQ COM Visit MONEYGQ COM and check it out The cook officiates the tax The walk judges the amount Why does the ink train the valuable increase,1
1320,check out my Eminem amp Kid Cudi M a s h up watch v XYTcq NzMuA,1
1321,I like it,0
1322,YO GUYS SORRY IF THIS ANNOYS YOU BUT CHECK OUT MY CHANNEL AND LATEST VIDEO A LIKE AND SUBSCRIBE WOULD BE NICE TOO,1
1323,This past Christmas my dad passed away to help me cope I picked up a pen and some paper and started to write Little did I know nearly months ago that it would bring me where i m at today Over k subscribers and k video views I just wrote and released a song yesterday about a friend of mine who has tried to commit suicide several times I can t promise you professionally produced music but I can promise REAL lyrics Just click on my picture Thanks and thumbs up so others may see,1
1324,My name is George and let me tell u EMINEM is my idol my inspiration I ve listen to him growing up I never thou I would love rap this much But I thank him for helping me find my dream So I rap now and make YouTube videos and yesterday I covered the song Mockingbird it s in my channel I worked really hard on it and it s one of my favorite songs of Him So please go check it out and subscribe it would mean the world to me n sorry for the spam don t hate I m not Eminem,1
1325,love the way you lie featuring rhianna hes an awesome rapper shes an awesome singer,0
1326,Eminem is my insperasen and fav,0
1327,e e everyone could check out my channel dundundunnn,1
1328,Every collaboration between them we know it will be number,0
1329,You guys should check out this EXTRAORDINARY website called ZONEPA COM You can make money online and start working from home today as I am I am making over per month at ZONEPA COM Visit Zonepa com and check it out Why does the answer rehabilitate the blushing limit The push depreciateds the steel How does the beautiful selection edit the range,1
1330,You guys should check out this EXTRAORDINARY website called ZONEPA COM You can make money online and start working from home today as I am I am making over per month at ZONEPA COM Visit Zonepa com and check it out Why does the view disclose the macho lift Why does the letter frame the thundering cause Why does the talk prevent the conscious memory,1
1331,good music,0
1332,You guys should check out this EXTRAORDINARY website called ZONEPA COM You can make money online and start working from home today as I am I am making over per month at ZONEPA COM Visit Zonepa com and check it out The jelly activates the reflective distribution The normal top synthesizes the opinion The victorious plant entertains the language,1
1333,if you need youtube subscriber mail hermann buchmair on fb,1
1334,is it bad that my realtionship is just like this lol,0
1335,This video deserves b B b views,0
1336,and more,0
1337,best song ever y,0
1338,I could hear this for years,0
1339,Who is still watching in,0
1340,I wish that guy wasn t so protective geeze,0
1341,super rihanna,0
1342,CHECK OUT MY CHANNEL,1
1343,I know that maybe no one will read this but PLEASE TYPE IN quot deazy quot I m a rapper with a dream I know you must see like millions of those on here everyday but please check out my music and subscribe if you d like thank you i would love nothing more than to have a decent following on youtube from people if anyone reading this could give it a quot THUMBS UP quot because what some might see as just a simple button press could make my dream come true thank you again for your time amp may god bless you,1
1344,Rihanna is so beautiful and amazing love her so much forever RiRi fan,0
1345,fav,0
